InvoiceNo,CustomerID,Product,Quantity,UnitPrice,TotalPrice,InvoiceDate,Location,CustomerType
ORD11449,CUST1153,Cooking Oil (1L),1,313.34,313.34,3/29/2023,Rongai,Budget
ORD11450,CUST1127,Sanitary Towels (Pack),1,192.77,192.77,5/10/2023,Umoja,Regular
ORD11451,CUST1023,Sanitary Towels (Pack),1,168.8,168.8,2/24/2023,Nairobi,Budget
ORD11452,CUST1237,Soap (Bar),0,48.57,0,2/15/2023,Nairobi,Budget
ORD11453,CUST1041,Sanitary Towels (Pack),1,159.21,159.21,4/5/2023,Thika,Budget
ORD11454,CUST1091,Cooking Oil (1L),1,284.29,284.29,8/31/2023,Kitengela,Regular
ORD11455,CUST1160,Soap (Bar),1,46.71,46.71,4/7/2023,Thika,Budget
ORD11456,CUST1135,Milk (500ml),1,62.3,62.3,4/22/2023,Rongai,Budget
ORD11457,CUST1108,Cooking Oil (1L),1,218.21,218.21,3/19/2023,Rongai,Budget
ORD11458,CUST1054,Bread (400g),1,63.72,63.72,1/1/2023,Kitengela,Budget
ORD11459,CUST1006,Cooking Oil (1L),1,278.86,278.86,2/28/2023,Roysambu,Budget
ORD11460,CUST1249,Tea Leaves (250g),1,68.55,68.55,3/20/2023,Nairobi,Regular
ORD11461,CUST1202,Tea Leaves (250g),1,55.26,55.26,5/28/2023,Roysambu,Budget
ORD11462,CUST1008,Sugar (1kg),1,125.77,125.77,1/27/2023,Nairobi,Regular
ORD11463,CUST1074,Sugar (1kg),1,113.07,113.07,3/22/2023,Ruiru,Regular
ORD11464,CUST1275,Sugar (1kg),1,107.71,107.71,4/9/2023,Thika,Budget
ORD11465,CUST1242,Bread (400g),1,47.91,47.91,1/29/2023,Rongai,Premium
ORD11466,CUST1227,Eggs (Tray),1,339.75,339.75,4/21/2023,Roysambu,Budget
ORD11467,CUST1124,Sugar (1kg),1,114.29,114.29,4/17/2023,Thika,Budget
ORD11468,CUST1026,Milk (500ml),1,42.17,42.17,3/22/2023,Thika,Budget
ORD11469,CUST1221,Bread (400g),1,70.32,70.32,4/5/2023,Kitengela,Budget
ORD11470,CUST1283,Tea Leaves (250g),1,53.67,53.67,2/21/2023,Nairobi,Budget
ORD11471,CUST1249,Sugar (1kg),1,121.43,121.43,9/9/2023,Nairobi,Regular
ORD11472,CUST1283,Rice (1kg),1,103.69,103.69,3/24/2023,Nairobi,Budget
ORD11473,CUST1242,Rice (1kg),1,108.9,108.9,1/21/2023,Rongai,Premium
ORD11474,CUST1223,Maize Flour (2kg),1,136.16,136.16,9/24/2023,Ruiru,Budget
ORD11475,CUST1224,Sugar (1kg),1,120.99,120.99,3/17/2023,Thika,Budget
ORD11476,CUST1173,Soap (Bar),1,49.42,49.42,4/2/2023,Ruiru,Budget
ORD11477,CUST1067,Tea Leaves (250g),1,71.69,71.69,2/19/2023,Thika,Regular
ORD11478,CUST1184,Eggs (Tray),1,356.99,356.99,7/16/2023,Nairobi,Budget
ORD11479,CUST1144,Rice (1kg),1,133.03,133.03,6/20/2023,Nairobi,Budget
ORD11480,CUST1251,Rice (1kg),0,142.32,0,5/1/2023,Ruiru,Budget
ORD11481,CUST1155,Sugar (1kg),1,111.6,111.6,1/7/2023,Nairobi,Budget
ORD11482,CUST1183,Tea Leaves (250g),1,60.71,60.71,12/14/2023,Thika,Regular
ORD11483,CUST1016,Rice (1kg),1,108.82,108.82,1/15/2023,Nairobi,Budget
ORD11484,CUST1061,Sanitary Towels (Pack),1,181.03,181.03,2/3/2023,Kitengela,Budget
ORD11485,CUST1181,Maize Flour (2kg),1,174.52,174.52,3/13/2023,Ruiru,Budget
ORD11486,CUST1077,Sanitary Towels (Pack),1,220.95,220.95,1/14/2023,Rongai,Budget
ORD11487,CUST1224,Eggs (Tray),1,365.54,365.54,5/25/2023,Thika,Budget
ORD11488,CUST1052,Sanitary Towels (Pack),1,146.49,146.49,1/6/2023,Nairobi,Premium
ORD11489,CUST1105,Milk (500ml),1,45.3,45.3,2/7/2023,Kitengela,Budget
ORD11490,CUST1259,Eggs (Tray),1,353.46,353.46,10/4/2023,Umoja,Budget
ORD11491,CUST1171,Cooking Oil (1L),1,222.91,222.91,1/26/2023,Kitengela,Budget
ORD11492,CUST1212,Maize Flour (2kg),1,134.72,134.72,4/14/2023,Rongai,Regular
ORD11493,CUST1146,Sanitary Towels (Pack),1,167.13,167.13,2/4/2023,Rongai,Regular
ORD11494,CUST1212,Milk (500ml),0,52.59,0,12/28/2023,Rongai,Regular
ORD11495,CUST1215,Sugar (1kg),1,109.35,109.35,2/24/2023,Ruaka,Budget
ORD11496,CUST1209,Eggs (Tray),1,364.97,364.97,3/8/2023,Ruaka,Budget
ORD11497,CUST1185,Maize Flour (2kg),1,146.55,146.55,12/21/2023,Nairobi,Regular
ORD11498,CUST1035,Rice (1kg),1,103.68,103.68,2/21/2023,Kitengela,Regular
ORD11499,CUST1084,Bread (400g),0,53.79,0,6/17/2023,Nairobi,Budget
